row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile,target
6697,17,5,4,6,5,4,1
3259,4,1,1,6,4,1,0
2781,6,2,2,6,4,2,0
896,20,6,6,4,5,6,1
4373,17,6,5,6,3,5,1
3563,3,1,2,1,3,2,0
7673,14,5,5,3,4,5,1
4812,11,3,4,2,5,4,0
4585,13,5,3,6,3,3,1
5031,16,4,5,4,6,4,1
7988,7,2,3,3,4,3,0
6950,10,4,3,4,3,4,0
668,5,3,2,3,1,3,0
8854,10,4,3,5,3,3,0
4685,19,6,6,1,5,6,1
6245,3,2,1,6,1,2,1
4758,2,1,1,3,1,1,0
4252,14,5,5,2,2,6,0
5748,14,5,5,2,3,5,0
5124,4,2,2,3,3,2,0
1971,2,1,1,1,2,1,0
3966,15,4,5,5,6,4,0
5354,20,6,6,6,6,6,1
2878,16,4,5,4,6,4,0
4963,18,5,6,2,6,6,1
289,18,5,6,2,5,6,0
129,12,4,5,2,3,5,0
1527,11,4,4,4,2,4,0
8360,16,5,5,5,6,4,1
2195,3,2,2,1,1,3,0
301,18,6,6,2,4,6,1
3426,13,4,4,4,3,4,1
3251,19,6,6,3,4,6,1
4227,20,6,6,5,6,6,1
8856,20,6,6,4,5,6,1
364,8,3,3,3,2,3,0
6715,9,3,2,6,4,2,0
2919,3,1,2,1,3,2,0
908,6,1,1,6,6,1,0
2464,18,6,6,4,4,6,1
2752,6,2,2,4,6,2,0
7811,9,3,2,6,5,2,0
1405,15,4,4,5,6,3,1
8880,5,3,2,3,1,3,0
1966,18,5,5,6,6,4,1
8508,6,2,2,4,5,2,1
8867,16,5,5,3,4,5,1
2491,8,3,2,5,2,3,0
470,12,4,4,4,4,4,0
420,2,1,1,6,2,1,0
3430,7,3,3,2,1,4,0
8005,7,2,2,6,4,2,0
8892,6,4,3,1,1,4,0
3696,1,1,1,2,1,1,0
5144,19,6,6,4,3,6,1
263,13,4,4,4,5,4,1
1354,16,5,5,4,4,5,1
7984,19,6,6,5,5,5,1
6757,18,6,6,2,4,6,1
4243,9,3,3,4,4,3,0
7206,20,6,6,5,3,6,1
6373,9,4,3,4,2,4,0
2395,17,5,5,6,5,4,1
1998,15,5,5,2,3,5,1
894,3,2,1,4,1,2,0
1161,9,3,3,6,4,2,0
5480,16,6,6,1,3,6,0
8079,18,6,6,2,5,6,0
4678,11,3,3,6,5,3,0
6500,5,1,2,6,6,1,0
8724,20,6,6,1,5,6,1
5861,16,6,5,4,3,5,1
7608,11,4,4,1,3,5,0
5073,5,3,2,6,1,2,0
6223,13,3,5,1,6,4,0
4467,12,5,4,3,2,5,0
6345,4,1,1,6,5,1,0
6326,20,6,6,4,6,6,1
5240,10,3,4,3,6,3,1
5515,20,6,6,2,5,6,1
1171,20,6,6,5,6,6,1
5691,18,6,6,4,3,6,1
8105,20,6,6,2,5,6,1
7596,7,2,2,6,4,2,0
4667,1,1,1,5,1,1,0
2931,6,3,3,1,1,4,0
4060,16,4,5,4,6,4,1
6137,1,1,1,6,1,1,0
798,8,3,3,4,3,3,0
183,8,3,3,4,2,3,1
515,2,1,1,4,2,1,1
6588,1,1,1,3,1,1,0
7271,3,1,1,6,3,1,0
8119,13,3,4,4,6,3,1
2946,17,6,6,1,3,6,1
3666,10,2,3,5,6,2,1
1639,8,2,2,6,6,1,1
2251,13,5,4,5,2,4,1
2423,4,2,2,4,3,2,0
986,6,2,2,3,4,2,0
4417,3,2,1,6,2,1,0
8437,13,5,5,1,2,6,0
3913,8,3,3,2,2,3,0
5876,4,2,1,6,1,2,0
3578,2,1,1,6,4,1,0
1279,15,5,5,3,4,5,1
2141,9,4,4,1,2,4,0
8504,12,3,3,5,6,3,0
2862,3,2,2,3,1,2,0
1429,9,3,3,6,5,2,0
7279,11,4,4,2,3,4,0
5496,11,4,4,3,2,4,0
2027,18,6,5,5,3,6,1
658,14,4,5,2,6,4,1
1466,20,6,6,4,6,6,1
5452,8,3,3,3,3,3,1
2357,11,4,4,2,2,4,0
5828,12,4,5,2,4,4,0
2198,19,6,6,3,4,6,1
7091,19,6,6,4,5,6,1
7937,7,2,3,3,6,2,0
7022,1,1,1,1,1,1,0
4770,18,6,6,3,4,6,1
876,20,6,6,3,6,6,1
977,2,1,1,1,1,2,0
1626,11,5,3,6,1,3,1
7799,4,2,1,5,2,2,0
5017,3,2,1,4,1,2,0
3583,4,2,2,3,1,2,0
281,11,3,4,4,5,3,1
3826,5,2,3,1,2,3,0
8371,12,3,5,2,6,3,0
4891,20,6,6,2,4,6,1
4628,9,4,3,3,1,4,0
8704,3,2,2,2,1,2,0
83,6,3,3,2,2,3,0
54,13,4,4,5,6,3,0
7208,13,4,5,3,4,4,0
3433,16,5,5,4,5,5,1
113,8,4,3,3,1,4,1
277,11,3,3,5,5,3,0
5138,14,5,5,3,3,5,0
2043,7,3,3,1,2,4,0
3164,6,3,2,3,2,3,0
6167,1,1,1,2,1,1,0
2669,14,3,4,5,6,3,0
589,16,5,5,4,4,5,0
7443,1,1,1,6,6,1,0
1361,20,6,6,5,6,6,1
1250,9,4,3,4,1,4,0
1396,10,4,3,5,3,3,0
3223,10,4,4,2,3,4,0
3941,2,1,1,1,1,2,0
7904,5,1,3,1,6,2,1
4249,20,6,6,5,6,6,1
4244,5,2,2,3,5,2,0
6135,2,1,1,1,2,1,0
7211,4,1,2,3,6,1,0
2724,18,6,5,5,5,5,1
981,10,4,3,4,2,4,0
921,18,6,6,5,5,5,1
4412,20,6,6,4,6,6,1
2806,10,3,4,3,4,4,0
1293,9,3,4,1,5,3,0
3497,9,4,4,1,2,5,0
8281,9,3,4,1,4,4,0
3222,17,5,6,2,5,5,1
4664,5,2,2,5,5,1,0
6108,7,3,2,4,2,3,0
1067,3,1,1,6,6,1,0
2990,12,4,3,6,3,3,1
8301,7,2,2,6,6,1,0
411,5,2,2,3,2,2,0
6277,16,5,5,5,4,5,1
8390,8,4,3,3,1,4,1
7216,11,3,4,4,5,3,0
7317,8,3,4,1,3,4,0
5747,3,1,1,4,2,1,0
4107,13,5,4,5,2,4,1
8904,20,6,6,5,6,6,1
879,5,2,2,3,4,2,0
6356,13,3,4,4,6,3,1
1508,11,3,4,3,5,3,1
1084,9,2,3,6,6,2,1
8664,4,3,2,3,1,3,0
2207,6,2,3,2,5,2,0
6590,18,6,6,4,5,5,1
3274,2,1,1,1,2,2,0
1686,2,1,1,6,1,1,0
2478,16,6,6,1,2,6,0
3476,17,4,6,4,6,4,1
7565,11,3,3,5,5,3,0
6813,6,3,3,2,1,4,0
7159,6,3,3,1,2,4,0
5483,4,1,2,1,5,2,0
2477,11,3,4,2,5,4,0
6743,18,6,6,4,5,5,1
5249,13,4,3,6,3,3,1
7028,2,1,1,2,1,1,0
7410,2,1,1,2,1,1,0
3582,10,2,3,4,6,2,0
2853,8,3,4,1,2,5,0
1263,18,6,6,4,2,6,1
201,12,5,2,6,1,3,1
2937,5,1,1,6,6,1,0
5902,7,2,3,3,6,2,0
616,5,2,2,5,2,2,0
8982,5,2,2,6,2,2,0
6447,19,6,6,4,6,6,1
7578,3,1,1,6,3,1,0
7684,16,5,5,3,5,5,1
864,18,6,6,5,4,6,1
3537,16,6,5,3,3,6,1
8481,15,5,5,4,3,5,1
5792,13,4,5,2,5,4,1
5,16,5,5,5,6,4,1
8781,2,1,1,5,5,1,0
3332,18,5,6,3,6,6,1
592,13,5,4,4,2,4,0
8293,10,4,3,4,1,4,1
1687,7,2,3,3,4,2,0
7703,18,5,5,6,6,5,1
4406,17,6,5,4,3,5,1
5569,19,6,6,2,4,6,1
4083,9,2,3,2,6,3,0
3440,13,5,5,3,2,5,0
4397,2,2,1,1,1,3,0
7655,16,5,5,4,6,5,1
3320,4,2,2,4,3,2,0
1074,3,2,2,2,1,2,0
984,11,4,4,2,3,4,1
8265,19,6,6,6,6,5,1
4167,9,3,3,4,4,3,0
2840,19,6,6,4,4,6,1
7286,5,2,2,3,1,3,0
2199,3,2,1,4,1,2,0
2387,9,2,3,2,6,2,0
8701,7,4,3,3,1,4,0
1383,15,5,5,5,2,5,0
7485,4,1,1,5,6,1,0
8610,1,1,1,2,1,1,0
8762,9,5,3,2,1,5,0
2371,3,1,2,1,2,2,0
1363,7,3,3,2,2,3,0
5745,2,1,1,6,5,1,0
402,4,1,1,5,5,1,0
2259,4,1,2,4,5,1,0
3867,16,6,6,3,3,6,0
4630,5,2,2,2,3,2,0
8112,1,1,1,1,1,1,0
3413,14,3,5,3,6,4,1
4423,16,6,5,4,1,6,0
2123,3,1,1,6,2,1,0
3560,19,6,6,2,4,6,1
7270,1,1,1,1,1,1,0
5355,6,2,2,4,5,2,0
4713,3,2,2,1,2,2,0
8758,15,5,4,5,3,5,1
5007,1,1,1,1,1,1,0
3226,16,4,5,4,6,4,1
2694,1,1,1,6,1,1,0
2164,7,4,3,2,1,4,0
6895,1,1,1,1,1,1,0
6260,2,1,1,1,1,2,0
5739,9,3,3,4,4,3,1
7603,5,2,3,1,2,3,0
2976,20,6,6,6,6,5,1
2934,8,3,3,4,3,3,0
8808,18,6,5,6,5,5,1
8483,16,5,5,5,4,5,1
4816,11,3,3,6,6,3,1
2397,18,6,5,5,4,5,1
1647,9,3,3,6,4,2,1
1410,18,6,6,3,4,6,1
7916,8,3,3,2,3,3,0
6612,1,1,1,1,1,1,0
1516,9,4,3,2,1,4,0
6173,8,2,3,2,6,3,0
4267,11,4,4,2,3,4,0
1677,10,4,2,6,2,3,0
5005,1,1,1,4,2,1,0
4018,2,1,1,6,1,1,0
7675,17,6,5,5,4,5,1
3311,11,4,4,3,4,4,1
2354,1,1,1,5,1,1,0
4020,2,1,1,1,1,2,0
5207,5,2,2,2,2,3,0
4138,5,2,2,2,5,2,0
3815,5,3,2,1,1,3,0
6217,11,4,4,4,2,4,0
6824,1,1,1,2,1,1,0
7249,8,2,3,4,6,2,0
8442,1,1,1,1,1,1,0
1259,20,6,6,3,5,6,1
1789,12,3,4,4,6,3,0
4128,10,4,3,4,2,4,1
8444,3,1,2,2,5,1,0
3114,7,2,3,2,6,2,0
5911,19,6,6,3,4,6,1
3407,14,5,4,6,3,4,1
1203,2,1,1,1,6,1,0
6663,2,1,1,6,1,1,0
4103,20,6,6,4,4,6,1
3242,16,6,6,1,3,6,1
2402,14,3,4,4,6,3,1
5942,12,4,5,2,3,5,1
3122,19,6,6,3,4,6,1
3803,10,5,4,2,1,5,0
5107,6,2,3,1,4,3,0
1138,16,5,5,4,4,5,1
1931,17,6,6,4,4,5,0
1936,3,1,1,2,6,1,0
8600,4,3,1,5,1,2,0
1810,20,6,6,3,4,6,1
8778,20,6,6,3,5,6,1
5592,1,1,1,3,1,1,0
4322,7,3,3,2,1,4,0
2656,20,6,6,6,5,6,1
6276,9,3,3,2,3,4,0
972,5,2,2,2,2,3,0
1000,9,3,3,4,4,3,0
8361,5,2,3,1,4,3,0
927,8,1,2,5,6,1,0
3255,3,2,2,1,1,2,0
5983,3,1,1,5,4,1,0
4998,1,1,1,6,1,1,0
4626,7,3,2,5,1,3,0
6341,16,5,5,5,5,5,1
1061,16,5,5,4,3,5,0
8041,17,6,6,1,4,6,1
5102,10,4,3,5,2,4,0
7475,13,4,4,4,6,4,1
3225,18,6,6,4,5,6,1
6427,9,4,2,6,2,3,1
6680,16,6,6,1,3,6,1
3103,14,5,5,2,2,6,0
1294,17,5,5,4,6,5,1
1645,20,6,6,4,6,6,1
5023,12,5,4,3,2,5,0
8313,6,2,2,6,6,1,0
5868,6,2,3,1,6,2,0
7719,9,3,4,1,4,4,0
3587,16,5,5,5,3,5,1
6440,5,2,2,3,3,2,0
165,20,6,6,3,6,6,1
1491,1,1,1,6,1,1,0
7165,11,3,4,2,6,3,0
7802,11,3,4,2,5,4,0
6079,16,5,5,4,6,4,1
4025,14,5,5,3,4,5,1
2948,12,4,3,5,5,3,0
2121,13,4,5,3,4,4,0
1773,1,1,1,5,1,1,0
7929,15,6,5,3,2,6,1
1636,2,1,1,3,1,1,0
1959,14,4,5,3,6,4,1
2890,11,3,4,3,5,3,0
8847,16,5,6,1,4,6,1
1066,18,6,6,3,4,6,1
1553,2,3,1,3,1,3,0
1391,10,3,3,5,6,2,0
1320,11,4,3,6,3,3,0
3144,5,3,2,5,1,3,0
8466,11,4,3,5,3,4,0
904,8,3,3,3,2,3,0
7657,17,5,5,4,6,4,1
4745,14,5,4,4,2,5,1
457,19,6,6,2,5,6,1
1486,4,2,3,1,1,3,0
8,5,2,3,1,4,3,0
2723,18,6,5,5,4,5,1
1796,18,5,5,6,6,4,1
872,7,3,3,3,4,3,1
2678,3,1,1,6,6,1,0
5312,17,6,6,2,2,6,1
4849,13,5,5,3,2,5,0
5991,8,4,3,2,1,4,0
489,5,2,3,1,3,3,0
7524,3,1,1,6,6,1,0
7276,9,3,3,5,5,2,1
8210,9,3,2,6,2,2,1
2767,11,4,4,2,4,4,0
7738,10,3,4,3,6,3,0
1557,16,6,5,5,3,5,1
5408,6,2,1,6,3,1,0
6494,6,2,2,6,6,1,0
4463,20,6,6,6,6,6,1
4714,2,2,1,3,1,2,0
124,13,4,4,5,4,4,1
2638,16,5,6,2,4,6,0
5106,1,1,1,1,1,1,0
8474,10,3,3,6,5,2,1
4473,14,5,4,6,4,4,1
2011,11,3,3,5,5,3,1
7369,12,4,4,4,2,4,0
6545,8,3,3,2,5,3,0
6353,5,2,3,1,2,3,0
5856,2,1,1,1,3,1,0
2458,12,5,4,5,1,5,1
353,15,6,6,1,2,6,1
5763,20,6,6,6,6,5,1
3817,3,1,2,1,6,2,0
4174,8,2,2,5,5,2,1
3713,5,1,2,2,6,2,0
969,18,6,6,2,5,6,1
8837,1,1,1,2,1,1,0
8228,18,6,6,4,5,5,1
6408,3,1,1,5,6,1,0
8339,1,1,1,3,1,1,0
2930,13,3,3,6,6,3,1
4271,18,5,6,3,5,6,1
6364,19,6,6,1,5,6,1
4059,19,6,6,3,4,6,1
5826,20,6,6,5,5,6,1
5519,12,4,4,4,3,4,0
1013,7,2,2,6,4,2,0
8081,16,5,6,1,6,5,1
4092,8,3,3,3,2,3,0
4799,7,2,2,5,6,1,0
6163,16,5,6,1,3,6,1
560,5,2,2,2,4,2,0
1961,5,2,1,6,3,1,1
1158,19,6,6,1,3,6,1
4941,14,4,4,6,5,3,1
1631,12,4,4,3,3,4,1
1654,4,2,2,4,3,2,0
7726,20,6,6,4,5,6,1
3121,4,2,2,2,3,2,0
2161,20,6,6,4,6,6,1
6234,5,1,2,5,6,1,0
5014,17,6,6,2,4,6,1
3748,19,6,6,2,6,6,1
8008,13,3,5,2,6,4,0
5070,5,2,3,1,4,3,0
1228,10,3,3,4,4,3,0
717,9,3,2,6,5,1,0
1252,17,6,6,3,4,6,1
2595,13,5,4,5,2,4,0
1496,17,6,6,3,4,6,1
1882,2,1,1,6,1,1,0
7747,20,6,6,3,6,6,1
4125,8,4,4,1,2,4,0
2284,11,3,3,6,6,2,0
2981,7,3,3,3,3,3,1
4139,19,6,6,4,6,6,1
4264,2,1,1,4,1,1,0
5632,6,3,3,1,2,4,0
1311,20,6,6,1,5,6,1
613,1,1,1,3,1,1,0
3685,6,3,3,1,1,4,0
835,6,2,1,6,4,1,0
126,14,4,3,6,5,3,1
2476,20,6,6,4,6,6,1
2899,16,5,5,5,4,5,1
4732,1,1,1,1,6,1,0
3089,4,1,1,6,6,1,0
1080,8,2,2,6,5,2,1
310,11,4,4,4,3,4,0
1144,6,2,2,4,3,2,0
7978,8,4,4,1,1,5,0
6099,16,6,5,6,3,5,1
8136,18,6,6,4,3,6,1
3617,7,3,2,5,2,3,0
8691,13,4,4,5,4,4,1
5315,6,2,3,1,5,3,0
5381,8,2,3,4,6,2,0
7501,5,2,1,6,4,1,1
1891,12,5,5,2,2,5,1
5438,16,4,6,1,6,5,0
7137,6,2,2,4,5,2,0
5316,17,6,6,2,3,6,1
2451,12,4,4,4,4,4,0
4748,5,2,3,1,2,3,0
2307,6,3,1,6,2,2,1
830,14,5,5,3,2,5,1
4739,4,2,2,2,1,3,0
28,4,1,2,3,6,1,0
8533,4,1,1,5,5,1,0
4429,3,2,1,4,1,2,0
8935,3,2,1,6,1,2,0
3619,10,3,2,6,5,2,1
1302,18,5,5,6,6,4,1
7771,18,6,6,3,4,6,1
5016,2,1,1,6,5,1,0
3352,19,6,6,3,3,6,1
4449,10,3,4,3,5,3,0
3584,17,6,5,6,4,5,1
641,11,4,4,2,4,4,0
5470,16,5,5,5,5,4,1
3180,3,1,1,2,3,2,0
4629,7,3,3,3,3,3,0
2480,13,4,5,2,5,4,1
1638,19,6,6,5,4,6,1
3243,13,5,5,2,3,5,1
5275,2,1,1,6,2,1,0
5175,8,4,4,1,1,5,0
924,6,2,3,2,6,2,0
7502,9,3,3,5,4,3,0
7924,8,4,3,2,1,4,1
2969,16,4,5,4,6,4,1
1073,2,1,1,6,4,1,0
4387,7,2,3,3,6,2,1
4899,19,6,6,5,5,6,1
838,10,3,2,6,4,2,1
3733,8,3,2,5,5,2,0
4328,11,3,4,1,5,4,1
5881,16,6,6,1,2,6,1
45,8,3,3,3,5,3,0
2529,1,1,1,6,1,1,0
2766,5,2,2,6,2,2,1
6642,6,2,2,4,3,2,0
2715,8,3,3,3,2,4,0
1122,13,5,4,4,2,5,1
3305,7,3,2,5,3,2,0
3577,1,1,1,4,3,1,0
7139,8,1,2,5,6,1,0
6939,16,6,6,1,2,6,1
1694,4,1,2,4,5,1,0
4379,16,5,5,6,5,4,1
6337,3,1,1,5,6,1,0
1567,12,4,5,2,2,5,1
371,3,2,1,2,1,2,0
8864,2,1,1,2,1,1,0
2537,9,3,3,4,4,3,1
8176,16,6,5,5,3,5,1
1610,11,4,4,3,3,4,1
7550,9,3,4,1,5,3,0
8194,6,2,3,1,3,3,0
8981,5,2,2,3,2,2,0
495,12,4,4,2,5,4,0
703,5,3,2,6,1,2,0
6868,11,5,4,4,2,4,0
6316,12,4,5,1,4,5,1
509,13,4,5,1,6,5,0
3518,18,6,6,3,5,6,1
2655,4,2,1,6,1,2,0
1526,5,2,2,3,5,2,0
6035,20,6,6,5,6,6,1
7422,7,3,2,4,1,3,0
3213,11,4,4,2,4,4,1
6101,5,3,2,5,1,3,1
4958,11,4,3,6,2,4,1
5340,15,5,5,4,3,5,1
5556,5,2,2,2,3,2,0
7135,13,5,5,2,3,5,0
1337,7,2,3,3,4,2,0
974,7,2,2,5,6,2,0
2325,20,6,6,3,6,6,1
7547,9,2,4,1,6,3,0
992,1,1,1,1,1,2,0
6372,16,6,6,2,3,6,1
3031,3,2,2,3,2,2,0
7366,6,4,3,1,1,4,0
6665,16,5,6,2,5,5,1
7333,1,1,1,1,1,1,0
1967,2,1,1,2,1,1,0
2726,6,2,3,1,2,3,0
2519,14,4,5,3,6,4,0
7068,14,4,5,3,5,4,0
4783,16,6,5,5,2,6,1
7766,1,1,1,3,1,1,0
5645,8,3,4,1,2,4,0
7226,11,4,4,1,2,5,0
6801,14,5,5,1,4,5,1
3456,8,3,3,2,2,4,0
572,1,1,1,4,1,1,0
8922,3,2,1,6,1,2,0
3538,8,2,3,3,6,2,0
8106,6,3,2,3,2,3,0
7299,7,3,3,3,2,3,0
3027,13,4,4,4,6,4,0
397,7,4,4,1,1,5,0
1933,14,5,5,1,2,6,1
396,10,3,4,2,4,4,0
5886,15,5,5,3,3,5,0
2022,19,6,6,5,4,6,1
598,20,6,6,6,5,6,1
8940,6,3,2,3,1,3,0
3671,19,6,6,6,5,5,1
1307,13,5,5,1,1,6,0
1777,7,3,3,2,2,4,0
7415,10,4,3,5,2,3,1
7607,11,3,4,2,5,4,1
4754,3,2,1,6,1,1,0
7525,7,3,2,5,3,2,0
4775,16,6,6,2,2,6,1
7831,15,5,6,1,5,5,1
7777,15,5,6,1,4,6,0
2631,20,6,6,4,5,6,1
2898,9,3,3,2,3,4,1
825,9,3,4,1,5,3,0
506,20,6,6,4,6,6,1
8372,3,1,2,1,6,1,0
196,13,3,4,6,6,3,1
8807,4,1,2,3,6,1,0
4946,13,4,3,6,4,3,0
8142,6,2,3,2,6,2,0
752,20,6,6,3,5,6,1
2435,17,6,6,2,2,6,0
7591,6,4,2,3,1,4,0
358,15,4,5,2,5,5,1
2212,14,5,5,2,3,5,1
8697,10,2,4,1,6,3,0
3047,12,5,5,2,2,5,0
4930,14,6,4,5,1,5,1
2894,10,4,4,1,2,5,0
1119,18,6,6,5,3,6,1
6057,8,3,3,2,2,4,0
646,18,6,6,4,3,6,1
2988,18,6,5,6,4,5,1
8391,13,3,3,6,6,2,0
1360,20,6,6,4,6,6,1
5495,5,3,2,1,1,3,0
6040,11,4,4,1,4,4,0
5779,1,1,1,1,1,1,0
1869,3,1,2,1,3,2,0
1900,3,2,2,1,2,3,0
549,12,4,3,5,4,3,1
4284,18,6,6,2,3,6,1
2083,12,5,4,3,2,5,0
4574,18,6,6,2,5,6,1
3670,16,5,5,4,4,5,0
1653,16,3,5,5,6,3,1
8347,16,6,5,3,3,6,0
8260,19,6,6,5,6,5,1
79,3,1,1,5,2,1,0
3288,12,4,5,2,3,5,0
5846,13,5,5,2,2,5,1
5412,17,6,6,2,4,6,1
1561,20,6,6,5,5,6,1
8928,6,2,1,6,5,1,0
468,3,1,1,6,3,1,0
3760,16,6,5,4,3,6,1
8715,18,6,6,3,4,6,1
6967,8,3,3,4,2,3,0
6502,6,2,2,3,3,3,0
7564,6,1,3,1,6,1,0
8875,20,6,6,3,5,6,1
6210,18,5,6,3,6,5,1
5628,20,6,6,5,6,6,1
8842,1,1,1,1,1,1,0
7075,19,6,6,4,4,6,1
3891,3,1,1,6,4,1,0
7160,12,3,4,2,6,3,0
1240,16,5,5,5,6,4,1
5612,5,2,2,1,2,3,0
8752,9,3,3,4,6,2,0
4509,14,4,5,1,6,5,1
7741,9,4,3,5,2,3,0
3174,1,1,1,4,1,1,0
8297,10,3,4,1,5,4,0
6767,7,4,3,1,1,5,0
4632,5,2,2,6,3,2,0
7494,5,1,2,6,6,1,0
8653,17,5,5,4,5,5,1
1957,9,2,2,6,6,1,0
5336,8,3,3,3,3,3,0
5292,19,6,6,2,4,6,1
693,1,1,1,1,1,1,0
8388,16,4,5,3,6,4,1
5176,16,6,6,1,2,6,1
3283,15,4,4,5,6,3,1
5446,20,6,6,4,5,6,1
3715,14,3,4,4,6,3,1
6084,19,6,6,2,5,6,1
1310,16,5,6,3,4,5,1
2299,19,6,6,3,5,6,1
8770,15,5,5,4,3,5,1
4723,12,3,3,6,6,3,1
617,2,1,1,2,1,1,0
8424,15,4,5,4,6,4,1
7801,13,5,5,3,2,5,1
5250,18,5,6,4,6,5,1
3952,3,1,1,6,3,1,0
7382,7,3,3,1,3,3,0
8070,10,3,3,5,6,3,0
8148,18,6,5,5,3,6,1
799,18,6,5,5,2,6,1
2760,10,4,4,1,3,5,0
4074,4,2,2,3,3,2,0
8375,13,5,4,6,3,4,1
8235,5,2,2,2,4,2,0
6981,2,1,1,2,1,1,0
5379,20,6,6,5,5,6,1
6244,16,5,5,5,5,4,1
4577,2,1,1,3,1,1,0
1247,11,4,3,5,3,3,1
4363,20,6,6,3,6,6,1
4883,16,5,5,4,4,5,1
3896,13,4,4,5,4,4,1
3260,2,1,1,1,2,1,0
4170,13,4,4,4,5,4,0
4434,9,3,3,6,4,2,1
7717,7,2,2,4,4,2,0
4870,1,1,1,2,1,1,0
8735,10,3,2,6,5,2,0
3635,16,5,5,4,3,5,1
7101,11,4,4,2,3,4,0
7453,18,6,6,4,4,6,1
4216,6,2,2,6,2,2,0
6103,16,6,6,1,2,6,0
1894,8,2,2,6,5,2,0
870,12,5,3,5,2,4,1
3410,8,3,2,6,3,2,0
276,19,6,6,5,5,6,1
2065,6,1,2,4,6,1,0
5678,4,2,2,3,1,3,0
4156,2,1,1,5,1,1,0
3390,2,1,1,1,1,2,0
1216,5,2,3,1,2,3,0
7951,8,3,3,3,3,3,0
4703,10,4,4,2,2,5,0
7396,7,2,2,6,5,2,1
7031,10,4,3,6,3,3,0
75,15,5,5,2,2,6,0
6869,3,2,1,4,2,1,0
7762,12,4,4,3,4,4,1
947,10,3,4,3,4,4,0
2822,19,6,6,6,3,6,1
326,9,3,3,2,3,4,1
7403,12,5,3,5,2,4,0
6617,8,3,2,5,2,3,1
1828,7,3,2,6,2,2,0
5743,10,4,4,3,3,4,1
3994,3,1,2,3,5,1,0
3105,1,1,1,1,2,1,0
3683,13,5,5,2,2,5,0
2973,13,5,4,4,3,5,1
600,19,6,6,3,3,6,1
8027,7,3,3,1,2,4,0
3726,14,5,5,2,4,5,1
8383,7,4,2,4,1,3,0
5538,17,5,6,1,5,6,1
8011,18,6,5,5,5,5,1
4878,9,4,3,2,2,4,0
6407,14,3,4,4,6,3,0
2060,6,3,2,5,2,2,0
2827,16,4,6,2,6,5,1
5529,19,5,6,6,6,5,1
7259,1,1,1,4,1,1,0
3662,2,1,1,4,1,1,0
1355,6,1,2,6,6,1,0
3606,2,1,2,1,1,2,0
1243,14,5,5,1,3,6,0
3372,5,2,2,1,3,3,0
3049,17,5,5,4,5,5,1
1459,12,4,4,5,5,3,0
7169,1,1,1,6,1,1,0
6605,5,2,2,5,3,2,0
6972,12,4,4,4,5,4,0
4010,11,3,5,1,6,4,1
1291,13,5,5,2,3,5,1
6752,12,4,5,2,5,4,0
8594,3,1,1,5,2,1,0
827,12,4,5,2,3,5,0
3189,17,6,6,1,3,6,0
4952,11,4,5,1,2,5,0
7461,16,6,5,4,2,5,1
4121,4,2,2,4,2,2,0
5474,3,2,2,3,2,2,0
1711,11,4,3,5,3,4,1
5133,7,3,2,6,3,2,0
6702,18,5,6,4,5,5,0
7642,11,3,4,2,6,3,0
2879,12,4,4,4,3,4,1
2362,13,3,4,4,6,3,1
146,18,5,6,5,6,5,1
84,4,1,1,6,4,1,0
7530,5,1,2,2,6,1,0
8032,2,1,1,1,1,2,0
5589,2,1,1,3,6,1,0
3884,7,3,2,4,2,3,1
8340,12,3,3,6,6,3,0
807,17,6,6,3,4,6,0
4124,17,5,6,1,5,6,1
5709,4,2,2,1,1,3,0
813,3,2,2,1,1,3,0
2585,1,1,1,5,1,1,0
1351,1,1,1,1,1,1,0
5834,14,5,4,5,2,5,1
1371,1,1,1,1,3,1,0
2092,14,6,5,3,1,6,1
1987,16,4,5,3,6,5,1
4978,2,1,1,5,2,1,0
2653,16,4,6,1,6,5,1
1546,18,6,6,5,5,5,1
1096,7,3,2,5,1,3,0
1621,1,1,1,1,1,1,0
4840,11,4,4,2,3,4,0
5192,17,6,6,2,3,6,1
670,20,6,6,2,5,6,1
3739,7,2,2,6,6,1,1
8719,6,3,3,2,1,3,0
1515,12,4,3,5,4,3,1
6719,11,4,3,5,2,4,1
4695,19,6,6,4,3,6,1
7104,12,4,4,5,5,3,0
2783,13,4,4,5,6,3,1
4653,16,5,5,3,3,6,1
5283,5,2,2,6,3,2,0
6654,7,2,2,6,5,2,0
520,16,6,5,6,2,5,1
7265,3,1,2,1,5,2,0
8728,2,1,1,1,1,2,0
1050,13,3,5,3,6,3,0
2521,10,4,3,4,3,4,1
5619,7,3,2,5,3,2,1
960,18,6,6,4,2,6,1
6186,3,1,1,5,3,1,0
2929,19,6,6,2,3,6,0
574,2,1,1,3,2,1,0
8379,20,6,6,5,5,6,1
3160,7,1,2,4,6,1,0
4915,7,2,3,2,5,3,0
8240,16,5,5,3,3,5,1
932,4,2,1,6,4,1,0
647,15,5,5,2,5,5,1
877,3,1,2,1,4,2,0
3337,12,4,3,6,4,3,1
756,14,4,5,3,4,4,1
4366,12,4,4,4,3,4,0
3968,16,5,5,4,4,5,1
3759,5,3,3,1,1,4,0
7676,20,6,6,3,6,6,1
